Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2018年,284791673,168143428,53789774,1409290,44151300,19524872,8416360,9304519,5486763,3697691,4581401,2493341,3258495,89241,182304,4932,1204967,94213,66790,71282,26,388456,2043,14620,0,88715,2737,12579,1480,0,26477,525,27610588,8608329,5120591,4606536,1158463,1782818,369791,2944608,2046028,684875,201342,65,4902,71532,4881,183,5632,34580412,9969467,3882620,2076426,2690968,3705243,4261901,680416,1903154,569146,399041,674946,658303,249887,295144,772693,291664,89642,338252,275160,179332,108656,122829,6463,33635,2,25261,21638,19913,503,114873,11455,28,2373,3433,4037,35889,11070,6240,40217,19935,12664,35099082,33104900,1962090,1795463,791037,40791,94361,2546,872,75,229,1674,292,113142,32906,56003,257,9115,67137,10691,3,115842,295700,237,82,147797,34,8168,3623301,1641918,1371683,287914,125432,110719,3665,7584,770,2420,35717,6682,18539,9511,11295728,9552030,909533,5289,6265,25,3040,41,676390,109815,2634,21701,371,2,38,241,2541721,1037884,372777,470,24146,175875,92118,3,295889,247,209,144,25055,238,3,57981,25,93,14957,74,75,2495,1391,1947,458,85,334,54978,89,87223,52251,3033,978,1244,67086,6850,5314,24121,287,195,27944,27,2764,289,506,430,435,5019,940,14033,1188,281,76143
2018年1月,24562216,14539734,4973000,147275,3667341,1658331,782681,663994,413675,360563,399410,252875,275412,9664,8743,119,59,9956,5330,4939,1,38355,155,1160,0,3483,194,1387,189,0,1,114,2207973,594187,395479,455622,54789,0,23740,305621,303824,54207,9448,0,485,9765,61,113,632,3304219,928892,369823,218160,271084,445672,334935,59168,185444,54130,30351,57377,62378,19844,27984,92125,37431,8096,33075,25243,6553,6599,1244,92,2703,0,1579,987,1347,12,9599,2294,0,211,236,347,2598,311,490,1639,1643,506,2633202,2464971,164362,177745,73682,3409,6849,156,87,0,0,210,8,10369,1786,2236,29,396,8786,771,0,16095,29332,0,0,22168,1,1158,462941,273929,130032,14996,28318,9096,188,791,0,133,2476,526,1261,1135,969532,815586,74909,127,411,0,331,0,67921,8742,318,415,0,0,8,34,258231,92176,119159,0,1639,329,999,0,0,75,55,0,355,0,0,11392,1,0,859,0,1,12,4,126,51,0,0,392,7,1,5800,154,0,1,9229,599,341,1799,3,91,3010,0,136,14,7,44,31,414,35,1460,150,1,7264
2018年2月,19185263,11226202,3420467,79435,3395910,1262863,524527,486013,304143,228489,317386,160421,271408,6910,6667,105,0,7848,4477,5254,0,2116,60,1379,0,5247,169,661,243,0,1702,63,1902742,716915,365117,297443,63600,125494,18799,231613,46040,29190,6598,7,268,893,438,0,325,2121706,665790,149913,117340,194660,203583,224152,46319,117975,38211,21834,43005,45236,14947,19214,60046,26630,5340,27404,36298,5175,5769,31871,104,2485,0,157,589,1318,37,7485,586,0,150,318,200,2371,198,271,2279,895,363,2442430,2330850,110029,111017,44203,1854,5995,160,42,0,19,75,60,9307,709,2656,0,280,4376,453,0,6662,27055,0,0,6746,1,143,324709,177455,93004,27106,17709,4078,87,724,0,163,1901,260,1132,1043,806537,615474,56323,85,211,0,251,2,120286,10099,63,3069,0,0,1,28,242414,104979,66180,0,2016,25504,609,3,128,0,0,0,116,95,3,8816,1,20,185,31,0,0,0,0,29,0,0,9845,1,0,1552,342,421,100,7890,702,192,5176,5,0,894,0,263,2,0,0,9,431,51,1110,147,0,4562
2018年3月,23845592,13808799,4256811,118261,3920967,1498747,732107,732224,453622,312510,443600,206734,228709,7731,15358,170,0,11817,5689,13006,19,3359,245,2310,0,10689,24,1302,96,0,653,11,2498350,832127,432640,390625,158329,123954,25301,351030,115668,52977,7711,2,396,7264,175,4,147,3120151,886363,312116,177505,257647,415844,380085,67578,141102,57243,37016,70466,48456,20413,28425,75562,33451,6077,32101,15996,15871,5196,3245,904,2412,0,1616,2462,1354,54,10163,1315,2,197,157,225,3441,1113,307,2131,2813,611,2871986,2708090,161737,140714,75562,2681,7441,221,51,0,0,215,113,9408,2569,4590,52,791,4466,1145,0,8450,20688,6,0,1036,2,960,299473,107522,135293,26501,9771,15913,79,672,38,332,1577,206,1220,306,943510,790266,89976,482,275,0,403,0,43378,14282,879,2849,40,0,6,45,154067,89148,143,0,5364,927,14922,0,4526,28,1,142,28,17,0,1197,1,0,296,0,1,48,580,182,8,0,19,575,8,0,8658,501,25,2,4907,532,195,8527,2,2,807,2,251,6,249,8,14,509,11,1315,74,23,9007
2018年4月,22430720,13732325,4472216,109547,3802496,1498010,731608,761249,290375,257218,378752,206803,214590,6358,9162,238,145341,6533,3909,5835,5,65250,50,1103,0,8480,204,1793,17,0,977,8,2198565,591064,368509,428127,67681,120625,18898,244593,284704,46992,23661,0,393,2408,150,2,758,2370417,722757,212526,160408,219823,233821,243311,53577,111725,48083,48150,50522,40718,23769,24328,49280,29761,6699,27098,14299,6563,9547,819,56,2436,0,3113,1657,1581,55,8108,1127,0,153,156,303,3792,2614,703,1597,2620,1471,2704576,2516161,186753,146935,62964,2130,5562,242,221,0,60,356,1,7463,3377,3525,48,554,2708,663,1,7045,26552,0,45,22730,0,456,264795,119879,109831,19308,6036,4462,92,468,34,128,1582,344,2208,338,842083,753725,66138,1297,139,0,398,1,1544,16740,24,980,0,0,4,0,162410,104766,1128,143,2726,33676,765,0,0,0,17,0,454,1,0,753,1,0,575,0,2,193,124,28,0,0,77,367,15,0,259,252,6,20,6347,351,525,298,42,10,359,3,18,1,124,58,4,457,69,810,49,0,6386
2018年5月,24505692,14345022,4830149,113284,3640623,1583613,708480,802290,464389,284661,445235,210416,194116,6306,16241,170,156952,5464,4504,4657,0,99059,115,2168,0,8045,727,798,79,0,3996,41,2576683,872032,309944,358056,297985,127806,30903,354715,163671,50620,5084,10,637,4507,567,7,139,3180865,959784,343599,192489,224523,254772,468983,60160,149570,50234,49963,81190,53366,28124,25454,73463,23355,11483,27039,19622,34059,11160,2373,500,5461,0,2171,1942,1398,78,10613,1112,5,198,338,155,2696,1930,225,2058,2566,1030,2941814,2749953,189374,160913,66858,2870,8438,147,113,0,15,342,1,6321,3103,5401,22,1074,2465,1164,1,7362,28483,0,0,25852,0,705,329056,185785,102751,17399,7442,7918,284,738,92,151,1864,1716,2514,402,834299,693477,96372,161,175,0,160,0,32075,7368,235,3653,0,0,1,20,128526,82053,158,99,2868,2567,880,0,0,17,96,0,213,27,0,6078,1,37,931,0,13,0,237,273,13,0,75,9732,2,0,3708,245,309,345,6609,296,29,1595,16,7,363,0,355,52,104,113,126,575,311,1347,1,0,5356
2018年6月,22881815,13344462,4192385,108891,3655712,1411338,638654,743804,439595,271378,414423,169427,205600,7419,32518,250,253556,6794,4034,3799,0,27579,121,1910,0,8179,77,2535,107,0,2926,50,2522103,709910,492099,582957,64169,148831,24541,188756,257105,42426,8110,2,562,823,491,10,1311,2880780,801859,266595,175814,199229,405223,464756,51136,123465,36570,35886,46891,49907,20817,23793,54591,21990,6830,22873,16241,9556,12561,1818,518,2850,0,918,3252,1179,42,10267,933,0,40,349,189,3597,847,335,2267,2582,1222,2546233,2405954,139148,143691,65179,3761,7239,354,59,72,6,1,0,5481,3175,6713,41,815,2126,1357,1,11473,28424,20,0,4006,0,511,306599,98467,134420,53771,5694,6856,259,1156,54,0,2611,416,2232,652,967830,810462,95394,173,1637,0,13,9,47251,11292,40,742,0,0,2,15,161875,87794,247,0,1623,1788,1143,0,38341,0,4,0,112,0,0,3872,1,35,1901,26,0,58,442,23,21,0,0,719,5,152,5241,237,1,0,2795,604,184,410,6,0,3886,0,326,43,0,127,36,79,36,1285,190,7,7932
2018年7月,25939812,15277976,4634671,175089,3969241,1906643,793955,783213,582020,338487,419354,225893,306419,6930,29071,209,162894,8333,13750,3066,0,70601,89,930,0,12615,162,1214,80,0,2425,57,2444844,663165,579058,292159,194400,357640,26886,190190,14772,67136,47012,0,310,11142,336,2,636,2980612,867331,234425,193189,230533,300876,445983,60634,170128,54470,29333,68329,48032,22418,23698,53010,24620,10742,32505,44788,19380,10826,1565,1054,2761,1,4266,2055,1616,37,9994,840,0,136,158,482,3158,912,182,2335,1826,943,3323936,3161672,160509,154428,75031,4241,9650,285,109,0,107,2,18,8648,3689,6166,0,2174,3536,1089,0,9728,29153,0,0,261,3,399,250792,83584,115298,23565,9548,9067,1093,725,107,39,4406,258,2303,761,1085847,864860,92111,421,2040,0,221,18,119867,3764,0,1638,0,0,14,1,413231,65190,155782,0,1480,78592,27470,0,3088,0,14,0,396,0,0,3837,6,0,1696,0,1,225,0,204,1,0,1,11410,6,36510,4829,257,5,242,3542,689,1102,1807,2,6,4594,0,187,50,6,0,147,644,90,1051,49,0,7520
2018年8月,23554321,13874608,4105006,95796,3508105,1770180,743584,850677,573116,351351,353211,228205,330655,7307,6659,417,0,6059,5230,6374,1,40815,109,828,0,6133,103,129,140,0,2065,0,2190282,764219,416860,366438,9137,141286,24192,259677,109737,72128,16840,3,276,8065,902,0,512,2941183,742630,510547,175638,228839,280566,337313,53066,170457,39083,41268,48470,61416,19500,27149,48602,19294,6667,32076,17157,17417,7784,24888,570,2950,0,3898,1733,1666,31,8613,830,1,105,322,264,2487,521,1120,2146,1097,1656,3089492,2888618,198355,161424,54965,3818,8015,46,36,0,0,1,19,13587,2816,5133,65,162,8416,916,0,9516,31631,0,17,21571,17,447,236131,95127,103332,18105,5318,6441,500,759,121,173,4374,183,949,722,834642,704778,70901,422,273,0,273,0,48324,7603,44,1379,0,0,0,70,218763,84894,804,0,1567,507,42642,0,54510,0,2,0,301,95,0,4962,0,0,2151,10,0,336,2,234,8,85,0,795,2,0,7807,36,3,0,5688,1410,564,0,13,1,2942,1,431,71,1,0,47,305,6,1544,1,0,3582
2018年9月,25114097,14736422,4800318,113558,3661309,1729583,728774,805811,581032,324252,372001,213461,362212,7467,7032,318,172765,8633,5175,6878,0,45,185,695,0,4395,423,889,92,0,0,154,2430512,792283,528533,306740,223422,142364,31345,199429,93131,84929,24643,0,440,2244,682,24,303,3229324,945028,523663,193100,205149,277200,341358,75895,244890,41934,24887,46516,80300,19582,20705,63014,22006,6984,24696,13569,7563,12687,6697,184,2476,1,1804,1438,1695,18,9114,701,0,130,232,397,3588,973,1143,4254,1188,1381,3169318,2991760,173574,139416,61743,3089,8675,350,0,0,8,46,31,11945,3206,5030,0,589,9193,861,0,10730,22009,102,16,722,1,465,283194,120866,101267,41276,6397,6450,340,369,42,414,3333,263,1675,463,912266,786206,66553,480,194,0,243,0,47620,7394,105,2645,242,0,1,3,205733,74476,28686,0,1952,162,772,0,2,37,0,1,22675,0,0,3248,4,1,1286,3,1,221,0,264,35,0,0,10450,0,36454,1827,500,205,405,3518,618,194,3116,58,1,4322,5,281,1,2,69,2,516,6,851,292,120,7817
2018年10月,26098232,15709999,4884641,135489,3903977,2177907,836867,898236,475338,332588,373872,234589,342233,7021,9735,1440,171472,8332,4912,6249,0,25,141,721,0,8005,260,314,180,0,8099,22,2303195,799962,326430,434826,11615,235708,62876,184191,165833,64775,9752,3,297,6108,695,1,123,3053769,885489,276629,152826,223005,391426,401415,53577,202713,45775,27317,37176,68204,16846,28250,76350,18256,5295,31983,38005,15598,12781,3089,516,2817,0,2904,1964,2978,13,11422,386,20,148,545,969,2877,655,757,9779,732,841,3252801,3083522,167655,153895,76751,5207,8611,169,69,0,0,4,6,9028,2442,4872,0,844,6593,652,0,12667,21141,13,0,3871,4,713,281837,105703,126562,15861,6842,17314,236,395,0,834,4249,1224,1300,1289,1112380,971875,77567,409,112,25,223,11,49236,10225,363,1604,49,0,1,25,221177,72856,190,0,328,30704,699,0,88149,8,3,1,84,3,0,3679,3,0,2196,1,54,407,0,137,102,0,118,371,7,306,3697,291,0,0,7729,227,13,24,13,58,1276,0,92,0,6,11,1,388,2,1108,27,11,5451
2018年11月,22977564,13889325,4617762,96651,3458205,1690715,579503,896382,491116,296710,335697,178546,278604,7287,27704,936,87,6256,4626,5627,0,5536,506,739,0,6776,116,779,84,0,3633,1,2102887,673692,576335,312872,11969,0,32170,237048,168629,54429,28829,35,476,6046,325,0,32,2536199,751883,276143,158686,216047,248317,307129,48098,142402,45232,26332,57003,44671,18471,24046,55923,18288,7574,23003,14734,14556,6104,1207,1421,2443,0,932,1815,1803,63,9059,623,0,171,317,198,2395,311,323,4424,1249,1457,2999623,2856236,140537,147795,70016,3654,9611,227,43,0,7,81,0,9910,3600,5048,0,1037,7905,1080,0,6404,16494,64,0,10747,4,1311,248556,104636,92738,15227,11862,18278,200,430,201,28,2066,390,892,1275,882400,765297,61184,581,199,0,278,0,47948,4545,258,1509,39,0,0,0,161706,68061,300,228,1696,220,815,0,57479,30,17,0,202,0,0,5503,5,0,1615,0,1,618,0,311,158,0,0,192,30,0,7251,120,0,124,5435,415,741,1317,31,19,1523,3,345,0,5,0,5,341,48,895,147,119,4915
2018年12月,23696349,13658554,4602348,116014,3567414,1336942,615620,880626,418342,339484,328460,205971,248537,8841,13414,560,141841,8188,5154,5598,0,35716,267,677,0,6668,278,778,173,0,0,4,2232452,598773,329587,380671,1367,259110,50140,197745,322914,65066,13654,3,362,12267,59,20,714,2861187,811661,406641,161271,220429,247943,312481,51208,143283,58181,26704,68001,55619,25156,22098,70727,16582,7855,24399,19208,27041,7642,44013,544,1841,0,1903,1744,1978,63,10436,708,0,734,305,308,2889,685,384,5308,724,1183,3123671,2947113,170057,157490,64083,4077,8275,189,42,3,7,341,35,11675,2434,4633,0,399,6567,540,0,9710,14738,32,4,28087,1,900,335218,168965,127155,14799,10495,4846,307,357,81,25,5278,896,853,1125,1104402,980024,62105,651,599,0,246,0,50940,7761,305,1218,1,2,0,0,213588,111491,0,0,887,899,402,0,49666,52,0,0,119,0,0,4644,1,0,1266,3,1,377,2,165,32,0,44,10130,6,13800,1622,98,3,5,3397,407,1234,52,96,0,3968,13,79,49,2,0,13,360,275,1257,61,0,6351
2019年,285651450,168745112,57394384,1062194,44051896,17740668,7922364,10365562,4681096,5281778,4253398,2114208,2514570,96390,101475,6165,727719,106978,57943,70455,40,156433,1544,13084,0,84011,1001,8815,1315,21,31953,136,24050358,7731536,4313472,4600240,72230,1511969,336151,2775960,1400407,992252,231597,124,4958,65985,2534,184,10759,36530492,9403160,7879274,2020074,2610881,3211361,3137068,768194,1826471,640122,363984,680010,789374,285356,297889,916313,242093,97587,364077,300528,158071,133067,23146,3555,33133,13,15226,26486,23626,321,108803,7794,41,2181,2742,6016,34051,21855,8925,41069,14057,11910,36704637,34849797,1818871,1860916,916221,35869,102455,1582,519,57,2902,1381,270,67184,30991,68696,12,4606,92400,8462,4,125642,293998,274,390,94619,22,8482,4322248,2053360,1596400,243015,196966,117395,3118,10639,738,3687,66570,6946,10772,12020,11753112,10017262,839583,1031,2201,92,3011,26,806209,59980,2726,13032,165,27,14,702,1584129,566774,193127,68348,7116,120376,65136,27,157528,750,237,11,36549,2460,14,45786,57,0,17684,34,400,6612,2519,1395,209,0,1550,18597,487,1071,63482,2591,817,642,48572,6516,6601,1892,153,751,11019,57,3491,249,1764,1144,840,3749,1218,13562,564,224,53779
2019年1月,26225283,15241624,5708282,104767,3415777,1677244,768755,1041813,420032,408237,341131,178650,258054,8694,8897,283,0,12040,5493,6031,0,1546,108,1026,0,9380,281,750,193,0,0,100,2547571,898897,466743,335795,861,170295,27311,316583,195840,121280,8636,2,448,4447,134,0,299,3091173,831306,417760,202990,238582,310093,353151,63113,149799,61169,44171,48543,85537,24405,23421,64932,19700,7320,36939,39163,11500,15544,1853,2400,3112,0,880,3074,2347,35,8375,747,0,141,352,498,3000,1763,566,7029,1843,2556,3482707,3333140,143270,168695,63033,2629,10100,279,41,1,7,2,24,8630,1257,5629,0,366,9236,748,1,12698,23045,46,172,29176,4,1220,399662,206722,124644,19188,24802,17473,99,366,111,410,3856,365,1045,542,1117341,934373,81679,415,209,0,214,0,88736,10217,35,432,82,0,1,0,168298,95361,424,184,1636,38576,1128,1,1,0,8,7,427,0,0,6961,0,0,1160,19,0,1287,0,120,18,0,2,821,0,53,6499,60,1,139,2199,649,1040,29,2,62,584,1,34,35,7,33,5,326,223,1375,94,14,6549
2019年2月,15247211,8844034,2516228,38425,2857336,969313,463551,464449,216579,179604,266587,135704,153432,6305,4185,708,0,8019,4090,4959,2,72,73,1770,0,5833,106,385,95,0,4743,24,1200271,372546,102950,217922,13641,232457,17482,164826,3865,60181,10598,24,113,3304,195,0,167,2135877,498061,446801,107817,160624,242175,183229,30247,94823,33092,27263,43930,45993,13224,17433,79264,10541,5254,16426,31040,9956,17042,976,58,1436,2,507,1151,1734,37,6878,385,1,134,192,262,1166,1640,233,2317,969,615,1975286,1864457,107617,139935,49610,2565,11761,88,0,0,0,217,1,6680,1065,2902,11,39,7088,633,1,19412,15495,34,100,21290,0,710,196859,54485,104065,9284,7871,15555,266,955,87,123,2517,317,532,802,662981,605404,48342,382,77,0,182,0,286,5758,95,2089,0,0,2,7,84384,28115,0,37000,28,959,811,0,0,0,72,0,235,0,0,2030,0,0,521,0,0,536,1,28,20,0,0,768,100,0,230,271,1,165,3350,675,1296,13,5,210,167,1,257,5,1,0,5,338,47,989,37,0,4837
2019年3月,25364698,14967717,4973840,106851,4366547,1305356,755840,937969,392624,424708,376202,215426,154507,9519,5865,966,0,10813,6867,6700,0,89,83,2546,0,11371,0,1048,85,0,0,1,2240698,561806,450194,407721,3698,190206,34931,235685,231563,109517,9607,14,231,4920,223,9,373,3261843,863433,603669,189900,221682,295436,278811,129845,171000,90864,26372,62581,84418,20720,22940,68696,17570,9055,24147,20018,10152,10201,1683,103,4914,6,3205,3483,2468,11,7554,688,0,156,152,443,2540,5126,263,3852,1684,966,3307545,3117729,186060,133384,66113,4164,9974,166,36,29,0,245,36,5996,1235,2585,0,658,5670,638,2,8132,26481,37,92,288,10,557,322535,159142,124406,19678,6989,3638,264,558,29,553,5747,513,435,524,972588,856148,72524,0,371,0,319,8,36507,4432,879,460,51,18,0,0,150544,29816,0,29122,334,3801,925,1,47189,58,15,0,205,102,1,6062,0,0,574,0,27,515,0,74,8,0,30,813,15,24,8308,311,0,0,11877,586,96,2,34,0,561,0,282,70,8,227,39,388,362,1432,3,0,5808
2019年4月,22848882,13287159,4599012,89464,3521998,1262403,644408,845210,469385,377422,344468,184368,178659,7419,7671,186,117,7229,4493,5819,5,18,103,1151,0,6456,0,392,48,0,0,2,2237340,691145,368055,499473,7585,137200,47055,243662,138034,59123,35527,19,488,9561,68,44,301,2507411,676431,262012,197113,200383,247721,225401,56960,141249,51079,22053,57580,73503,32089,27261,72110,18068,6576,45085,43797,13972,14083,1028,109,1487,5,1083,1098,1195,42,7354,411,1,168,170,333,2577,173,144,2443,1101,683,3174166,2973151,200279,152781,90745,3184,8353,147,104,0,0,3,23,5530,1740,11132,0,553,7520,780,0,6989,14032,31,15,514,2,1257,412251,205022,126027,47629,10099,16794,100,644,96,273,2707,1608,804,397,971060,807576,68523,163,200,0,267,0,85604,4754,139,2388,0,0,0,512,98088,29904,125,0,0,1974,765,0,42654,132,3,2,483,0,0,4970,0,0,1061,0,0,827,161,204,7,0,406,303,1,172,848,396,92,0,2784,514,249,13,0,94,1120,7,247,1,8,120,21,312,258,1160,115,11,5086
2019年5月,23080978,13064928,4613134,128551,3115941,1476412,486059,788632,432576,395991,371051,174271,189963,7648,6249,210,79049,5071,3556,3826,2,33647,410,1263,0,12278,83,1722,35,0,0,1,2287415,1033620,388980,358250,8782,71231,41379,299210,9323,56962,14365,2,473,4122,154,3,559,2998546,904093,433667,155304,238470,271426,283716,52786,138940,53386,39586,65750,70359,33990,26122,75895,19779,9736,44318,22827,14051,12415,1750,146,2606,0,935,2586,1346,10,9002,645,0,141,371,307,3331,780,529,3119,1863,1168,2963543,2813475,148127,128520,64231,3183,7472,141,0,0,0,308,17,4360,13533,3383,0,662,3442,1095,0,7240,18286,5,1,594,1,277,397441,156624,192869,20235,18041,2920,223,925,57,600,3276,487,791,365,1107794,902322,93925,40,269,0,86,0,101891,6852,75,1790,0,0,0,1,124715,49023,0,0,1622,1998,1011,0,48864,76,7,0,334,35,0,4370,0,0,1581,0,0,545,27,141,120,0,386,1078,0,0,3486,127,270,2,3536,520,42,1219,8,128,1020,9,343,27,3,317,117,321,151,1135,71,9,137
2019年6月,24383548,13954561,4586408,119210,3817819,1615430,539748,916378,367700,473608,376363,172206,161957,8019,7976,704,72205,6597,4901,4142,0,54,136,1201,0,4910,179,440,65,0,0,0,2157071,614168,278431,463046,4189,343739,23431,185152,143986,53010,42249,33,665,4481,216,9,266,3240384,796305,855583,167415,199475,270985,248825,57506,178940,48965,26714,60567,50918,32538,40141,79412,14766,9097,30352,17885,8491,17463,1232,114,2350,0,1903,1514,2350,37,7030,362,3,197,144,458,3032,731,448,3425,895,843,3384753,3242269,141358,139765,85431,3632,8888,59,105,0,105,113,24,6297,2304,4773,0,361,2798,1349,0,7660,14933,18,0,65,0,509,354059,177247,102024,16802,44673,3732,1001,726,28,362,4388,273,1895,880,1056123,897738,89875,0,239,0,62,5,62472,2528,78,2514,0,1,0,0,88805,54596,3,196,146,2165,6343,0,0,64,0,0,327,0,0,4601,0,0,1553,0,0,674,525,118,7,0,380,437,142,0,2793,82,9,0,4386,406,1086,195,3,7,753,7,466,4,18,60,143,319,2,1028,60,37,4394
2019年7月,24502991,14688204,5080638,82225,3592722,1670759,691555,958002,386667,448633,374095,181135,186516,7204,17831,329,72266,7078,5426,4695,1,3553,119,756,0,7486,52,942,156,0,0,1,2067575,568160,399130,478614,6812,62151,25354,199164,246592,59205,20061,17,454,1510,163,2,186,2887530,867770,249304,174655,238043,286064,283244,87221,155834,64078,27378,84372,87921,25475,23372,85491,29060,9019,34045,21025,11695,7014,1767,94,3118,0,2093,2917,2329,10,11139,1938,1,95,257,485,2196,803,330,3080,865,766,2996722,2839884,155838,159706,103576,3124,8600,145,69,0,3,28,1,4907,1855,7379,1,203,5035,614,0,8835,14182,25,10,582,3,258,445521,217560,147684,13459,55642,4802,72,835,59,238,3586,296,976,233,1131844,950037,81039,0,195,1,403,3,93070,6441,155,3,0,1,5,3,117869,68162,77,0,953,1391,2169,0,18801,143,0,0,157,2011,0,1162,23,0,2238,0,0,304,516,179,6,0,0,346,15,0,4988,160,0,1,3604,596,403,233,0,0,890,12,117,0,70,47,80,351,6,1415,32,0,5864
2019年8月,22759954,13258693,4559541,72514,3262121,1491169,646606,721950,391371,487647,315784,154189,153470,9517,11652,790,0,12664,3961,6548,0,38681,105,866,0,5133,0,1454,149,0,0,6,2176124,724307,628311,421398,1358,0,24427,155169,131526,65067,17912,0,221,5852,127,17,432,2787676,672773,620488,143721,215181,242959,297119,59220,140420,43861,26465,51733,41314,20049,26270,59444,21194,9038,25817,19917,5118,6524,1368,137,2422,0,348,2125,1355,32,8743,453,20,125,190,327,4167,9773,640,3491,883,457,2814093,2644021,166427,146389,63770,1469,6736,129,36,19,0,5,11,6142,1868,8673,0,585,14672,583,0,14529,22242,0,0,3917,0,629,397317,169922,179559,15470,5555,15621,186,1564,58,282,6910,455,889,822,971547,770973,69495,1,127,0,228,0,126024,2799,94,1309,0,0,0,52,200868,40570,67677,278,91,32221,1455,0,0,78,0,1,32244,186,1,4463,0,0,2579,0,0,231,0,22,0,0,169,827,8,0,2595,430,1,57,3316,671,101,18,3,15,270,10,417,0,2,24,36,229,21,1022,0,1,7889
2019年9月,24932777,15255441,5299410,79914,3813096,1594704,663665,907708,525272,564112,353759,176925,242796,7460,7293,314,664,13438,4122,7801,2,34164,97,546,0,5710,0,590,96,21,2689,0,1791634,677377,140325,362667,6189,175114,22553,288202,13288,79068,18657,0,540,6846,420,60,328,3465070,788809,1117580,159279,205995,252659,253129,59926,165154,46424,27968,40622,63071,22247,22626,96725,28640,9199,22828,15158,13790,16288,1575,99,3149,0,1076,2462,1817,19,13474,511,10,62,169,479,2496,478,2538,2951,1024,1125,2867028,2713338,150595,158589,87961,4057,6270,127,62,8,0,40,86,3781,1671,4073,0,500,6126,750,0,12040,29066,3,0,377,0,1128,426303,207555,157921,40923,4730,4118,54,868,91,341,6789,865,1153,649,801239,692345,59061,2,127,91,324,2,43314,5217,143,185,0,4,6,35,158909,39169,56767,106,326,29724,995,0,0,38,4,1,893,84,11,3048,0,0,1442,5,0,175,307,109,6,0,3,1094,1,266,10064,441,0,4,2590,253,656,36,5,106,3984,8,218,33,0,44,35,325,58,902,0,0,4140
